,r2,mae,mse,rmse
0,0.0037515251953160744,0.6928571428571428,1.2404761904761905,1.1137666678780571
1,0.049786628733997196,0.6597222222222222,1.1597222222222223,1.076903998610007
2,0.09462542290961828,0.6259168704156479,1.119804400977995,1.058208108539145
3,0.1170592048401039,0.6357142857142857,1.111904761904762,1.0544689478143783
4,0.15812618249255384,0.6009501187648456,1.0142517814726841,1.0071006809017082
